Average_Lifetimes,Average_Points,Averages_Lifetimes_Base,Averages_Points_Base
62.75,1.4791666666666667,89.25,1.5574854899283033
59.5,3.4405940594059405,100.0,2.5866336633663365
66.75,2.5333333333333333,85.0,1.9554455445544554
72.5,5.8109529702970297,71.75,3.824257425742574
65.5,4.898019801980198,84.75,3.985148514851485
64.0,2.4489795918367347,92.75,5.912459549526382
63.0,1.8494403788204905,69.5,0.0
53.5,4.206270627062707,88.5,4.764851485148514
45.75,1.40625,36.25,1.6955445544554455
