Average_Lifetimes,Average_Points,Averages_Lifetimes_Base,Averages_Points_Base

81.25,5.0750309405940595,100.0,3.6262376237623766
68.75,2.792775371287129,90.25,7.470656339827531
77.5,6.683437365475678,78.5,0.0
40.5,0.7621951219512195,74.5,5.2305470931708555
60.25,2.82598125884017,76.5,4.207691602493583
74.5,4.572469746974697,96.75,2.8179849234923493
73.5,5.350225666429822,90.0,2.903749391332576
40.0,1.3918918918918919,74.0,5.083367711771177
