Average_Lifetimes,Average_Points,Averages_Lifetimes_Base,Averages_Points_Base
72.25,5.39480198019802,91.75,6.855889633080956
51.0,1.8586858685868584,25.75,0.0
86.0,3.812981298129813,76.75,1.6308027079303675
80.0,3.093205872311369,75.25,2.844059405940594
81.0,6.256089894703756,79.5,4.810448150078165
55.0,1.232394366197183,50.5,3.7060918693195775
56.25,3.1806272090623695,48.75,1.509433962264151
59.5,4.034653465346534,92.0,4.666559047209068
71.0,3.322856956748306,64.75,1.5496549654965497
